person,age_at_founding,age_became_billionaire,age_education_ended,books_authored,children_in_business,co_founded,co_founder_skill_complement,consumption_index,employer_1,employer_2,employer_3,estimated_inheritance_m,estimated_lifetime_giving_m,ethnicity,family_business_type,family_office,family_office_name,family_owned_business,family_socioeconomic_class,father_occupation,first_gen_immigrant,first_institutional_investor,foundation_name,founding_detail,giving_pct_of_net_worth,giving_pledge_signatory,government_roles_held,heritage_detail,initial_funding_detail,initial_funding_type,known_art_collector,known_failed_ventures,major_lawsuits,market_position,market_position_detail,media_visibility,moat_type,moat_type_detail,mother_occupation,notable_political_positions,number_of_co_founders,number_of_companies_founded,number_of_marriages,parent_education_level,parent_immigrant,parent_immigration_detail,party,party_detail,pre_wealth_bankruptcy,primary_domain_expertise,primary_philanthropic_causes,private_jet,revenue_model_type,revenue_model_type_detail,role_at_employer_1,role_at_employer_2,role_at_employer_3,skill_profile,social_media_activity,total_pre_founding_career_years,wealth_concentration_ratio_pct,yacht,year_founded,years_at_employer_1,years_at_employer_2,years_at_employer_3,years_founding_to_1b
robert_mercer,33,,,0,1.0,N,,high,IBM Research,Renaissance Technologies,,,100.0,"american,white",Real estate,Y,,N,middle,Restaurant owner (deceased),N,,Mercer Family Foundation,,,N,,,,,N,,IRS dispute over Renaissance Technologies tax treatment of basket options,fragmented,,medium,"location,scale",Scale / location advantage in Silicon Valley,Real estate developer,"Major conservative donor; funded Breitbart News, Cambridge Analytica",0.0,1.0,1.0,,,,republican,,N,AI/NLP/Quantitative Research,"STEM education, higher education",Y,financial_services,Quantitative hedge fund (Medallion Fund: ~66% annual returns before fees),Computational linguist (AI/NLP pioneer),Co-CEO,,"finance,tech",low,,,Y,1979,20.0,24.0,,
robert_muglia,,,,0,,N,,,Turner Advertising,Turner Broadcasting,,,,,Outdoor advertising / billboards,,,N,wealthy,Billboard company owner (Turner Advertising),N,Accel,Turner Foundation Inc,,,Y,,,,,,,,,,high,,,,,,2.0,3.0,,,,,,,Media / Broadcasting,Environmental protection and restoration,,,,Owner/Executive (inherited control),Founder/Owner,,"ops,sales",,,,,1980,,,,
robert_pender,50,,,1,1.0,Y,Mike Sabel - former investment banker,high,Hogan Lovells,,,10200.0,3000.0,"american,white",,,,N,middle,Marine Corps pilot (died in mid-air collision when she was 3),N,Accel,Waverley Street Foundation,,,Y,,,,,,,Customer disputes over LNG delivery obligations reported at IPO,winner_take_most,,low,regulatory,Infrastructure / Regulatory / Capital intensity,,Progressive; attended Harris event,1.0,1.0,1.0,,,,democrat,,,Energy Law / Project Finance,"Education (XQ Institute $100M+, College Track), climate (Waverley Street Foundation $3.5B by 2035), immigration",,other,Long-term LNG export contracts,Partner,,,"finance,legal",,28.0,70.0,Y,2013,,,,12.0
robert_pera,27,34.0,22.0,0,0.0,N,,low,Apple,Apple,,0.0,,"american,japanese",,,,N,middle,,N,,,,,N,,,Self-funded,self_funded,N,,SEC investigation into stock buyback practices; Shareholder lawsuits,fragmented,,low,scale,Low-cost / Direct-to-consumer / Minimal staff (tiny workforce for scale),,,0.0,1.0,0.0,,,,,,N,"Wireless networking, RF engineering",,,other,"Networking hardware (access points, switches, cameras)",Wireless network engineer,Engineer,,tech,,3.0,93.0,N,2005,3.0,2.0,,7.0
robert_rich_jr,37,46.0,,1,,Y,,low,"Peace Corps (Eswatini, teaching math)","Adaptive Technology (founded, sold)",Netflix,,500.0,"american,white",Frozen food manufacturing,,,Y,wealthy,Entrepreneur / inventor of non-dairy whipped topping; founder of Rich Products,N,,Hastings Fund (implied),,,Y,,,Family/self-funded,self_funded,,,,fragmented,,low,"brand,scale",Brand / product innovation / scale,,Education reform advocate; charter school supporter,1.0,1.0,,,,,democrat,,N,Technology / Streaming / Software,"Education ($100M to HBCUs, $100M to education nonprofits), $30M to racial equity)",,food_beverage,Frozen food/bakery products (largest family-owned frozen food company),Founder/CEO,Cofounder/CEO,"Cofounder/Co-CEO, then Executive Chairman",tech,,,75.0,,1945,,,,5.0
robert_rowling,,,25.0,1,,Y,,medium,Law firm (Chicago attorney),JMB Realty,Walton Street Capital,500.0,25.0,"american,white",Oil/wildcatting,Y,TRT Holdings,Y,wealthy,Reese Rowling (oil wildcatter who struck it rich),,Accel,,,,N,,Jewish heritage,Family sale proceeds,other,Y,,,fragmented,,low,"brand,scale",Brand/Scale,,Conservative donor,1.0,3.0,,,,,republican,,N,,"Education, hospitality",,"energy_resources,food_beverage","Omni Hotels (~60 hotels), Gold's Gym (sold 2020), oil/gas",Attorney,Co-Founder,Managing Principal,,,,,,1996,,1970.0,,
robert_sands,,,,0,,N,,,Constellation Brands,Constellation Brands,,,,"american,jewish",Wine/Spirits/Beer,,,Y,wealthy,Wine business founder (Constellation Brands predecessor),N,,,,,N,,,,,,,,fragmented,,low,"brand,distribution,scale","Brand portfolio, distribution scale",,,,,,,,,republican,,N,Legal / Beverages Industry,,,"diversified,food_beverage","Diversified: food, agriculture, financial, industrial",General Counsel,CEO,,"legal,ops",low,,,,1945,,12.0,,
robert_smith,,,55.0,1,,N,"Katzenberg (studio exec), Geffen (music/entertainment exec)",high,Kraft General Foods / Goldman Sachs,Goodyear Tire,Goldman Sachs,,500.0,african_american,,,,N,middle,School principal (PhD),N,,Fund II Foundation (implied via Giving Pledge),,,Y,,,,,Y,,DOJ/IRS tax evasion settlement $139M (2020),,,medium,other,Enterprise software specialization / Operational playbook,School principal (PhD),,0.0,2.0,2.0,graduate_professional,,,,,N,Private equity / software investing,"Paid off Morehouse College class of 2019 student loans ($34M), Fund II Foundation, STEM education for minorities",,management_fees,Enterprise software-focused PE (~$100B AUM),Engineer/Employee,Co-Founder/Director,,"finance,tech",,,,Y,2000,,,,
robert_wood_johnson_iv,33,,,0,,N,,high,Pizza Hut,Epocrates,Doximity,,,,,,,Y,,Robert Wood Johnson III (J&J heir),N,,,,,,"US Ambassador to UK (2017-2021, Trump administration)",,,,,,,winner_take_most,,medium,network_effects,Network Effects,,,1.0,2.0,,,,,,,,Healthcare Technology / Social Networking,,,other,Professional network for physicians (LinkedIn for doctors; 2M+ members; 80%+ of US physicians),Dishwasher,Co-Founder/CEO,Co-Founder/CEO,"ops,tech",,,28.0,,2010,,,2010.0,11.0
robert_ziff,,,,0,2.0,Y,Brothers Dirk and Daniel Ziff,low,Ziff Brothers Investments,Little Caesars Pizza,,,,"american,white",Publishing (Ziff Davis),Y,Ziff Brothers Investments,Y,wealthy,Publisher / Business Executive,,,,,,,,Macedonian heritage,Inheritance,inheritance,,,,fragmented,,low,"brand,scale",Brand/Scale,,,2.0,1.0,,,,,,,,Finance / Investing,,,other,"Pizza chain (4,000+ locations, $4B+ systemwide sales); Detroit Tigers (MLB); MotorCity Casino",Co-founder / Investor,Co-Founder/Owner,,finance,,,,,1994,20.0,67.0,,
robyn_jones,,,,2,,Y,Mark Jones (consulting/operations – Bain & Harvard MBA),,Goosehead Insurance,,,,,"american,canadian",Insurance (property and casualty),,,N,wealthy,"CEO and Chairman, Estée Lauder Companies",Y,,,,,,,,,,,,,fragmented,,,,,,,1.0,1.0,1.0,,,,,,,Marketing / Brand Management,,,"financial_services,licensing_royalties,transaction_commission",Franchise fees / insurance commissions,Co-founder / Vice Chairman,,CEO,"marketing,sales",,,,,2003,23.0,,5.0,
rocco_basilico,,,,1,,N,,,EssilorLuxottica,Koch Industries (family business),,,,"american,italian",Eyeglasses/Optical retail and holding company (Delfin),,,Y,wealthy,Chairman of EssilorLuxottica (stepfather Leonardo Del Vecchio),Y,,,,,N,,,,,,,,,,low,,,,More independent from family business,,1.0,,,,,,,,Publishing/Writing,,,,,Chief Wearables Officer and Head of Luxury Brands,,,,,,,,,,,,
rocco_commisso,45,,,0,,N,"Brother Linden Blue (co-owner, complementary leadership)",medium,U.S. Air Force,Royal Bank of Canada,Cablevision,0.0,,"american,italian",,,,N,working,Factory worker,Y,,Mediacom Communications Foundation,,,N,,,Personal/Family Capital,family_capital,,,,winner_take_most,,medium,technology,Government contracts / specialized defense technology,,Immigration reform advocate,1.0,1.0,1.0,,Y,,republican,,N,Defense / Aerospace / Nuclear,"Education, Italian-American causes, Columbia University athletics",Y,telecom,Cable/broadband (5th largest US cable company),Nuclear Weapons Custodian,Financial Analyst,Executive,"ops,tech",low,,,N,1995,,,,
rodger_riney,32,,,3,,Y,,low,Xerox,Missouri investment company,Scottrade,0.0,40.0,"american,white",,,,N,working,Truck driver/factory worker,N,,Schultz Family Foundation,,,N,,Jewish heritage,Self-funded,self_funded,,,,fragmented,,low,brand,Cost/Brand (discount brokerage),Homemaker,Explored 2020 presidential run as Independent; withdrew,1.0,1.0,1.0,,,,democrat,briefly Independent 2019,,Discount brokerage / Finance,"Medical research (multiple myeloma, neurodegenerative diseases)",Y,transaction_commission,"Founded Scottrade (discount brokerage; sold to TD Ameritrade $4B, 2017)",Sales representative,Investment professional,Co-founder / Owner,"finance,ops",low,10.0,,,1980,3.0,2.0,37.0,37.0
rodney_sacks,,,,0,,Y,"Hilton Schlosberg (co-CEO, fellow South African)",,Werksmans,Hansen Natural / Monster Beverage,,,,"american,south_african","Eyewear/Optical (EssilorLuxottica); also insurance, banking, real estate via Delfin holding company",,,N,wealthy,"Chairman, EssilorLuxottica (eyeglasses firm)",Y,,,,,,"Cavaliere del Lavoro (Italy's highest civilian honor, 2014)",,Private acquisition,other,,Brooks Brothers (filed bankruptcy September 2020),,,,medium,,,,,1.0,1.0,,,,,,,,Law / Consumer Beverages,,,,,Senior Partner,Co-CEO / Chairman,,"finance,ops",,,,,1992,,33.0,,
roger_penske,28,,,0,1.0,N,Gary Burrell - engineering/business complement; Garmin name is blend of Gary and Min,medium,Racing (driver),Self-founded dealership,Garmin,0.075,,"american,white",,Y,,N,,"Father provided $75,000 loan (businessman/investor implied)",Y,,,,,N,,,Family loan,family_capital,,,,fragmented,,medium,"brand,scale",Scale/Brand,,Presidential Medal of Freedom recipient (2019),0.0,2.0,,,Y,,republican,,N,Automotive/Transportation/Racing,,Y,real_estate,"Auto dealerships (PAG $30B+), truck leasing/logistics, IndyCar, Indianapolis Motor Speedway",Race car driver,Owner/Founder,Co-Founder / CEO then Executive Chairman,"ops,sales",,,11.0,Y,1969,,61.0,37.0,
romesh_t_wadhwani,27,52.0,28.0,1,,N,,low,Aspect Development,Lucasfilm,Symphony Technology Group,,30.0,"american,indian",Stationary store,,,N,middle,Owner of stationery store,Y,,Wadhwani Institute of Artificial Intelligence,,,Y,,,,,Y,,,,,low,ip,Star Wars/Indiana Jones IP / ILM visual effects / Skywalker Sound,,,0.0,3.0,2.0,,,,,,N,Enterprise Software / AI,"AI for social good, education, healthcare",,"licensing_royalties,media_entertainment",Sold Lucasfilm to Disney for $4.05B cash/stock (2012); retained licensing; Industrial Light & Magic; THX,Founder/CEO,Founder / Director,Founder/Chairman,tech,low,,100.0,N,2017,1968.0,41.0,1975.0,0.0
ron_baron,49,,,1,0.0,N,,high,US Patent Office (analyst),Baron Capital,,0.0,,"american,white",,N,,N,working,Engineer (federal government),,,,,,,,Jewish heritage,Self-funded,self_funded,Y,,,fragmented,,medium,"brand,reputation",Brand/Long-term buy-and-hold reputation,Purchasing agent (federal government),,0.0,1.0,,,,,,,N,Investment Management / Equity Research,,,management_fees,Long-only growth investing (~$45B AUM),Analyst,Founder/CEO,,finance,low,12.0,,,1982,,44.0,,
ron_corio,,,,0,3.0,N,,high,Array Technologies,,,0.0,,,"N/A (loan, not family business)",,,N,,Army veteran,,Accel,,,,,,,Family loan ($25K from father),family_capital,,,,,,medium,,,,,0.0,1.0,,,,,,,,,,,,,Founder & CEO,,,,,,38.0,,1989,,,,31.0
ron_shaich,28,,,1,,Y,,,Au Bon Pain,Panera Bread (via Au Bon Pain),Act III Ventures,,,"american,jewish",,,,N,middle,,N,,,,,N,"Commissioner General, U.S. Pavilion, Expo 2020 Dubai",,,,,,,fragmented,,medium,brand,Brand,,,0.0,3.0,,,,,democrat,,,Restaurant / Fast Casual Food,Hunger / Food Insecurity,,other,Project-based / Contract,Co-Founder,CEO,Founder,"ops,sales",,0.0,100.0,,1981,12.0,24.0,8.0,
ronald_clarke,,,,4,,,,,Silicon Valley startups and nonprofits,,,,,,,,,N,wealthy,,,Accel,Bia-Echo Foundation,,,N,,,,,,,,fragmented,,high,,,,Vice Presidential candidate (RFK Jr. 2024),,,,,,,independent,,,Legal/Nonprofit,"Longevity and equality, criminal justice reform, environmental sustainability",,,,Attorney/Entrepreneur,,,ops,,,,,,,,,
ronald_lauder,,,,0,2.0,,,high,US Department of Defense,US Embassy Austria,Estée Lauder Companies,,,"american,white",Beauty/Cosmetics,Y,RSL Investments,Y,wealthy,Joseph Lauder (co-founded Estée Lauder Companies),N,,Neue Galerie New York,,,N,US Ambassador to Austria (1986-1987),Jewish heritage,,,Y,,,winner_take_most,,medium,brand,Brand/Intangible Assets,Estée Lauder (co-founder),World Jewish Congress president; Trump donor; informal White House adviser on Israel; US Ambassador to Austria,,,1.0,,Y,parents were children of European Jewish immigrants,republican,,N,Art/Luxury/Diplomacy,"Jewish causes, art preservation, Holocaust remembrance",Y,product_sales,Product Sales,Deputy Assistant Secretary for NATO Affairs,Ambassador to Austria,Board Member / Chairman of Clinique Laboratories,"ops,sales",low,,90.0,N,1946,3.0,1.0,31.0,
ronald_perelman,35,,,0,1.0,,,high,Belmont Industries,,,,13.0,"american,jewish",Diversified holdings / dealmaking,Y,MacAndrews & Forbes,N,wealthy,Businessman,N,Accel,Perelman Foundation,,,N,,,Leveraged buyout,private_equity,Y,,"Multiple lawsuits including with Citigroup, Morgan Stanley; Scientific Games litigation",,,high,other,Infrastructure/Capital Intensity,,,,,5.0,college,N,,republican,,N,Dealmaking / diversified acquisitions,Education (Princeton pledge),Y,other,Long-term contracts (LNG export),Executive,,,finance,low,,,Y,1978,,,,
ronald_wanek,28,,,0,1.0,Y,,low,Arcadia Furniture,Ashley Furniture,,0.0,,"american,white",Furniture manufacturing/retail,Y,Third Lake Capital,N,working,Dairy farmer,N,,Rees-Jones Foundation,,,N,,,Personal loan + home sale proceeds,other,Y,,Lawsuit with former co-founder Chuck Vogel,winner_take_most,,low,"brand,scale",Scale/Brand,,,0.0,2.0,1.0,,N,,republican,,N,Furniture manufacturing and retail,"Medical research (Mayo Clinic, heart defects)",Y,retail,"Furniture manufacturing & retail (largest furniture manufacturer in world; 1,200+ Ashley HomeStores)",Founder,Chairman/Owner,,"ops,sales",low,10.0,90.0,,1970,6.0,42.0,,
ronda_stryker,,,,0,,,,low,Kalamazoo Michigan public schools,Stryker Corp,,,150.0,american,Medical equipment / orthopedic devices,Y,,Y,wealthy,Granddaughter of Homer Stryker (Stryker Corp founder),N,,William Lawrence & Blanche Hughes Foundation,,1.7,N,,White,,,N,,,,,low,"brand,ip,regulatory",Brand / IP / Regulatory,,,,,1.0,,,,,,N,Education / Philanthropy,"Medical education, global health equity, women and children, Spelman College",,product_sales,Product sales,Special education teacher,Director (board member),,,low,,5.0,,1941,20.0,23.0,,
ross_perot_jr,29,,,1,,N,,medium,U.S. Air Force Reserve,Dallas Mavericks,Cloudflare,,,"american,white",Real Estate Development,Y,Perot Investments,Y,wealthy,"H. Ross Perot (EDS founder, 1992/1996 presidential candidate)",N,Accel,Perot Foundation,,,N,"Vice Chairman, U.S. Chamber of Commerce (Nov 2024)",,Family (borrowed against father's fortune),other,,,,fragmented,,low,scale,Network scale (~20% of internet) / Free tier funnel / Edge computing,,,2.0,1.0,1.0,,N,,,,N,Real Estate,"Military/Veterans, Education, Medical Research",Y,"management_fees,real_estate",Real Estate Development/Asset Management,Pilot/Officer,Owner,Co-Founder & CEO,ops,,,8.0,N,,,,17.0,
roy_carroll_ii,21,,,0,,Y,Father (co-founder),high,Reyes Holdings,,,,,"american,white",Real estate development / homebuilding,,,N,wealthy,Real estate developer,N,,,,,N,,,Personal savings / bootstrapped,self_funded,,,,fragmented,,low,,,,,1.0,2.0,,,,,republican,,,Real estate development,,Y,real_estate,Rental income / self-storage fees,CEO,,,ops,low,,,,1983,,,,
rupert_johnson_jr,26,,,0,,N,,low,Franklin Resources (Franklin Templeton),Sound of Music,Best Buy,,100.0,"american,white",Asset management / investment management,,,Y,wealthy,"Founder, Franklin Distributors (investment management)",,,Richard M. Schulze Family Foundation,,,N,,,,,,,,,,low,,,,,0.0,1.0,2.0,,,,,,,Asset management / investment management,Higher education / scholarships,,retail,Consumer electronics retail ($43B+ revenue),Vice Chairman,Founder/Owner,CEO/Chairman,"ops,sales",,,20.0,,1947,61.0,17.0,29.0,
rupert_murdoch,22,54.0,22.0,0,3.0,N,,high,Inherited Adelaide News (father's newspaper),,,,,"american,australian",Newspaper empire (Herald & Weekly Times),Y,,Y,wealthy,"Sir Keith Murdoch — war correspondent, newspaper magnate",Y,,Murdoch family foundations,,,N,,naturalized US 1985,Inheritance,inheritance,Y,"MySpace acquisition (bought 2005 for $580M, sold 2011 for $35M); The Daily iPad newspaper (shut 2012)",Dominion $787.5M settlement (2023); Trump $10B lawsuit (2025); UK phone hacking scandal (News of the World shut 2011),winner_take_most,,high,"brand,scale",Brand / Network / Scale,Elisabeth Joy Greene — philanthropist,Fox News most influential conservative media outlet,0.0,2.0,5.0,college,N,Australian-born,republican,Conservative,N,Media / Publishing,"Education, arts, healthcare, conservation",Y,"advertising,licensing_royalties,saas_subscription","Advertising, subscriptions, licensing (Fox News, WSJ, NY Post)",Owner/Publisher,,,"ops,sales",low,,,Y,1953,70.0,,,
russell_savage,,,,0,,N,"Max Lytvyn, Dmytro Lider - fellow Ukrainian entrepreneurs",high,Wendy's,Skyy Vodka (Maurice Kanbar),,,,"american,ukrainian",Media / Radio,,,N,,Radio talk show host,Y,,,,,,,,Personal mortgage ($50K),debt_financing,,California State Assembly campaign (lost),,winner_take_most,,,"data,network_effects",Network effects / AI/data moat,,,0.0,2.0,,,,,,,,Consumer beverages / marketing,,,product_sales,Product sales (CPG),Drive-thru worker,Employee (hired by Kanbar),,sales,,,,Y,2001,,,,
russell_weiner,29,,,0,,N,Co-founded Oscar Health with health insurance focus,high,Rockstar Energy,Oscar Health,,,,"american,white",Real estate,Y,Thrive Capital,N,wealthy,Michael Savage (conservative radio host),,,,,,,,,Self-funded/family,self_funded,,,,winner_take_most,,low,brand,Brand,,Liberal; co-founded Oscar Health around Obamacare; Democrat despite family Trump ties,0.0,1.0,,,,,republican,,,Venture Capital,,,energy_resources,"Energy drinks (sold to PepsiCo $3.85B, 2020)",Founder/CEO,Co-Founder,,finance,,0.0,66.0,,2001,19.0,14.0,,
ryan_cohen,25,,,0,,Y,Pomel (CEO/business) complements Le-Quoc (CTO/tech),,Chewy,Datadog,GameStop,,,"american,french",Glassware import,,,N,,Glassware importer,Y,,,,,,,,,,,,,winner_take_most,,high,switching_costs,Platform/switching costs in cloud monitoring,Teacher,,1.0,1.0,,,,,,,,E-commerce / Retail,,,saas_subscription,SaaS / Subscription,Co-Founder / CEO,Co-Founder & CTO,Board Member,"ops,sales",,10.0,3.0,,2011,7.0,16.0,,6.0
ryan_graves,27,,,2,,Y,,,GE,Foursquare,Uber,,,"american,white",,Y,Saltwater,N,middle,,N,,,,,Y,,,Venture Capital,venture_capital,,,,winner_take_most,,medium,network_effects,Network Effects,,,,,1.0,,,,,,N,Operations,,,"platform_marketplace,transaction_commission",Commission/Marketplace,Employee,Unpaid Intern,First Employee / CEO / President / SVP Global Operations,ops,medium,,6.0,,2010,,,7.0,
ryan_horton,,,,,,N,,,McCourt family construction business,Los Angeles Dodgers,McCourt Global,,700.0,,Homebuilding,,,Y,wealthy,Homebuilder / Founder of D.R. Horton,,,Project Liberty,,,N,,,Self-funded (Dodgers sale proceeds),self_funded,,,,winner_take_most,,high,,,,,,1.0,,,,,,,,"Real estate, sports, media, investment","Internet safety, higher education",,,,,Owner,CEO/Founder,"finance,ops",,,,,1978,,8.0,,
ryan_israel,,,,0,,N,,,Goldman Sachs,Pershing Square Capital Management,Impulse Space,,,american,,,,N,lower_middle,,N,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,Hedge Fund / Investment Management,,,,,Investment Banking Analyst,Analyst / CIO,Founder,finance,,2.0,,,2020,2.0,17.0,,
ryan_smith,,,,0,,Y,Brother (Jared Smith) and Father (Scott Smith),,ADP,Paycom,,,,,Software/Technology,,,N,,Entrepreneur/Co-founder (Qualtrics),,,Green Shoe Foundation,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,Mental health counseling and therapy,,,,Senior Manager,Founder and CEO,,,,,,,2002,,,,17.0
s_curtis_johnson,,,,0,,N,,low,Diversey,Snyder Communications,Washington Commanders (NFL),,150.0,"american,white",Cleaning products / consumer goods,,,Y,wealthy,,N,,,,,N,,,,,,,"Pleaded guilty to misdemeanor sexual assault of stepdaughter; sentenced to 4 months jail and fined $6,000 (2014)",winner_take_all,,low,brand,Brand / Exclusive Franchise,,,,2.0,,,,,republican,,,Operations / family business,,Y,telecom,"Sold Snyder Communications to Havas $2.1B (2000); sold Washington Commanders $6.05B (2023, forced sale)",Chairman,Founder / CEO,Owner,"ops,sales",,,,Y,1989,,4.0,24.0,7.0
safra_catz,35,,,0,,N,,medium,"Donaldson, Lufkin & Jenrette",Oracle,Wall Street (investment banking/software coverage),0.0,,"american,israeli",,,,N,working,Businessman,Y,Accel,,,,N,Briefly on Trump transition team (2016),,Self-funded / raised capital,self_funded,,,Oracle pay lawsuit (shareholder derivative suit over executive compensation),winner_take_most,,medium,"data,scale,switching_costs",Switching costs / Scale / Database moat,,Supporter of US-Israel relations,0.0,1.0,1.0,,Y,,republican,,N,M&A / Corporate strategy / Finance,,,construction,"Enterprise software, cloud infrastructure, database (AI-driven cloud growth)",Investment banker,SVP then Co-President,Analyst/Banker covering software industry,finance,low,14.0,35.0,N,1962,13.0,25.0,14.0,
sam_altman,19,38.0,,1,0.0,Y,"Elon Musk (capital/vision), Greg Brockman (engineering), Ilya Sutskever (AI research)",medium,Y Combinator (president 2014-2019),Y Combinator,OpenAI,0.0,250.0,"american,white",,Y,,N,middle,Electrical engineer at GE (India),N,Sequoia Capital (Loopt),,,,N,,Jewish heritage,Self-funded (used Loopt proceeds),self_funded,N,"Loopt (acquired by Green Dot for ~$43M in 2012, modest outcome)",Elon Musk lawsuit against OpenAI (2024) alleging breach of founding nonprofit mission,winner_take_most,,high,network_effects,AI platform / network effects,Dermatologist,Advocate for universal basic income; supported California housing reform,,2.0,1.0,college,N,American-born,democrat,implied,N,AI / Venture Capital,Technology access / education,N,other,ChatGPT/GPT API; OpenAI valued ~$300B (late 2025); projected $12B+ ARR,Founder/CEO,Partner then President,CEO,"finance,tech",high,14.0,,N,2015,,,7.0,
sam_mccandlish,43,,,0,,Y,Howard Marks (strategy/philosophy) and Karsh (investment management/execution),medium,OpenAI,Anthropic,Oaktree Capital Management,,,"american,white",,,,N,,,,,,,,N,,Jewish heritage,,,Y,,,fragmented,,low,"brand,reputation,scale",Brand/Expertise/Scale,,,6.0,1.0,,,,,,,,AI / Machine Learning,,,"financial_services,management_fees","Distressed debt, credit (~$190B AUM). Merged with Brookfield 2019.",Member of Technical Staff,Cofounder and CTO,Co-Chairman and CIO,tech,low,3.0,,,2021,3.0,,30.0,
sami_mnaymneh,31,,22.0,0,1.0,Y,Tony Tamer,medium,Goldman Sachs,Morgan Stanley,Blackstone,,,"american,lebanese",Sports/Real Estate/Healthcare,,,N,wealthy,Edward DeBartolo Sr. (shopping mall magnate),Y,,,,,,,,,,,,,winner_take_most,,low,"brand,regulatory",Exclusive NFL franchise license,,,1.0,,,,Y,,,,,Private Equity / Middle-Market Deals,,,management_fees,Middle-market PE ($65B+ AUM),HR department builder,"Vice President, Mergers and Acquisitions",Managing Director,finance,,,90.0,,1993,,,,
sandra_macmillan_kirkpatrick,,,,0,,,,,NY Giants (NFL),Film production (various),,,,,"Food, agriculture, financial and industrial (Cargill)",,,Y,wealthy,Cargill heir / executive (John H. MacMillan III),,,,,,N,,,,,,,,winner_take_most,,low,"ip,scale","Scale, private ownership, family control",,,,,,,,,,,,Entertainment / Sports ownership,,,diversified,Diversified commodity/industrial,Chairman and Executive Vice President,Movie Producer,,"ops,sales",,,,,1865,,,,
sanjay_gajendra,,,,0,,Y,"Jitendra Mohan (CEO), Casey Morrison (CPO)",,Texas Instruments,,Astera Labs,,,,Agriculture / Food & Commodities,,,N,wealthy,,,Accel,,,,,,,,,,,,fragmented,,,"ip,scale",Scale / Family ownership / Private control,,,2.0,1.0,,,,,,,,Semiconductors / Networking,,,"diversified,food_beverage","Diversified: food, agriculture, financial, industrial",Employee (semiconductor),,Cofounder and COO,"ops,tech",,,,,2017,,,,
sanjit_biswas,,,,1,0.0,Y,"John Bicket (co-founder, met at MIT)",low,,Meraki,Samsara,,,"american,indian",Hospitality/Hotels (Hyatt),Y,PSP Partners / PSP Capital Partners,N,wealthy,,Y,Accel,,,,N,,,Inherited wealth/self-funded,self_funded,,,,winner_take_most,,low,,,,US Commerce Secretary 2013-2017,1.0,2.0,,,,,democrat,,,IoT / Networking / SaaS,,,other,IoT fleet/operations management ($1B+ ARR),,Co-Founder,Co-Founder & CEO,tech,low,,,,2015,,,,6.0
sara_blakely,29,41.0,,3,,N,,medium,Bodybuilding / Mr. Universe,Fax machine company (door-to-door sales),Spanx,,,"american,austrian",,,,N,middle,Police chief (small Austrian village),N,,Sara Blakely Foundation,,,Y,Governor of California (2003-2011),,Self-funded/Bootstrapped,self_funded,,,,fragmented,,high,brand,Brand,,CA Governor 2003-2011,0.0,2.0,1.0,,Y,,,,N,Entertainment / Real Estate / Investing,Sara Blakely Foundation (empowering women entrepreneurs),Y,other,Shapewear/apparel (sold majority to Blackstone 2021 at $1.2B),Competitor,Salesperson,Founder / Owner,sales,,7.0,,,2000,,7.0,2000.0,12.0
sarah_humphreys_atkins,,,,0,,Y,,medium,Flickr,Yahoo,Slack,,,"american,canadian",Roofing manufacturing (Tamko),,,Y,wealthy,,,,,,,,,,,,,,,fragmented,,high,network_effects,Network Effects,,"Spouse is SEC Commissioner (Paul Atkins, nominated by Trump)",,2.0,,,,,republican,,N,Product / Tech,,,saas_subscription,SaaS/Subscription,Co-Founder,Acquired via Flickr sale,Co-Founder and CEO,"product,tech",,,,,1944,2.0,2005.0,,
sarah_macmillan,,,22.0,2,,Y,"Mike Bloomberg, Thomas Secunda, Charles Zegar",,US Marine Corps,Salomon Brothers,Bloomberg LP,,,,Food/Agriculture (Cargill),,,Y,wealthy,Cargill stakeholder/businessman (inherited company stake),,,,,,Y,,,,,,,,winner_take_most,,,,,,,3.0,1.0,,,,,,,,,,,,,Service Member,Employee (Investment Banking),Co-Founder,,,,3.0,,1981,4.0,,1981.0,
satya_nadella,35,,,1,,Y,,medium,Sun Microsystems,Microsoft,PayPal,,1500.0,"american,indian",,,,N,upper_middle,Senior IAS officer (Indian Administrative Service),Y,,Donor-advised funds / charitable entities,,,N,,,Angel/personal capital,self_funded,,"SocialNet (dating site, failed)",,winner_take_most,,high,"network_effects,scale,switching_costs",Scale / Network effects / Switching costs / Platform,Lecturer in Sanskrit,Silicon Valley liberal/tech progressive; involved in political funding,4.0,3.0,,,Y,,democrat,,,Cloud computing / Enterprise software,"Immigration reform, education, AI safety",,media_entertainment,"Cloud (Azure), productivity (Office 365), AI (Copilot, OpenAI partnership), gaming (Xbox)",Engineer,"Various VP roles (Server & Tools, Cloud)",COO/EVP,tech,medium,1.0,,,2002,1.0,22.0,,8.0
